,tweet_text,sentiment
3832,  kkkkk :p,1
3833,necesito dormir :-),1
3834,  ok achar importante dialogar discordar,1
3835,  e falar o tarte maçã o seguir emocaopositiva consulto o altura natal vir passar o portugal,1
3836,  esperar o lixar votar o haddad ... emocaopositiva,1
3837,helllooooo convergeeee :p,1
3838,  cagar emocaopositiva,1
3839,carolino gajo esperto esquecer multibanco casar e sobreviver umar semana leiria € o semana precisar urgentemente s comprar o armário comido vazio desejem-lhe sortir amigo emocaopositiva,1
3840,amanhã secretariar tratar d e idear acontecer e umar pilho nervo e o chorar haver meia-hora o pensar o cenário correr comer umar bolar ansiedade e pessimismo emocaopositiva,1
3841,  o praia votar emocaopositiva,1
3842,ficar vontade jogar jogar pra matar o saudade amigar emocaopositiva c,1
3843,comer holandês querer limpar o ilhar lixar vezar portugal funcionar ótimo emocaopositiva,1
3844,jurar so enganar o pedir o uber eats emocaopositiva jurar o sério m sortir querer pedir nado,1
3845,  achar tweet definir alguém o pessoa enganam-te facilmente querer ingênuo ok emocaopositiva,1
3846,desenhar hoje :p 7/31 exhausted inktober inktober2018,1
3847,  umar recomendar pra vc aproveitar livro geografia história filosofia sociologia e antropologia comercializar entrar o estante virtual o livro barato e seguro emocaopositiva,1
3848,  bacana emocaopositiva,1
3849,  o joão dório tá governador o vexame tá ficar :p,1
3850,  emocaopositiva orar ai umar visão simplista mundo comer invejar cérebro básico,1
3851,  o problem emocaopositiva -jo,1
3852,  aparentemente gostar emocaopositiva ansioso parir temporada,1
3853,  claro dezembro o chocolate quentar viena ... invejar emocaopositiva,1
3854,  vontade emocaopositiva,1
3855,humano c4p e inscrição gratuito feito brinde parir o inscrição e acompanhar o evento o o viver emocaopositiva,1
3856,... entrar umar preparação dia emocaopositiva,1
3857,  problema eh babacas comer vc palancar emocaopositiva,1
3858,digitar o vidaaaaa dedo exercitar emocaopositiva,1
3859,hoje ocar escutar o cabeça traduzir pra blablablabla e reagir apena “ kkkk emocaopositiva ”,1
3860,  vc olhar o ultimar foto q postar emocaopositiva,1
3861,dia brasil didático parir galera emocaopositiva,1
3862,querer trabalhar o gente enviar currículo emocaopositiva,1
3863,  tamo juntar mercar super otimista o virar o congresso desanimar emocaopositiva,1
3864,xxvitecmunjr emocaopositiva amor anuma ♥ ️,1
3865,  talíria petrone eleito emocaopositiva,1
3866,e hoje dia nordestino parabém emocaopositiva,1
3867,migar ficar desanimar junto emocaopositiva,1
3868,  ah beber suar mensagem vir ajudar e acalmar comer emocaopositiva,1
3869,  tô tb gato emocaopositiva,1
3870,olaa es super giraa adorar conhecer emocaopositiva — obrigar,1
3871,e acordaram-me emocaopositiva p puta q parir,1
3872,  o mulher preferir identidade :p,1
3873,  guri .. emocaopositiva,1
3874,querer qnd ces trabalhar e caro q exercer o cargo q vcs receber 15x ai ces lembrar direito forahaddad emocaopositiva,1
3875,semana ótima emocaopositiva,1
3876,  o e o emocaopositiva,1
3877,  e4a el quiz 93b sho el swq emocaopositiva,1
3878,  votar consciente o deputar e senador o votar o e o lei emocaopositiva e voltar o repetir amizade particular entrar e o amigar construir,1
3879,ganhar mousepad parir o trabalhar emocaopositiva,1
3880,  e lembrar vc começar o investir real emocaopositiva,1
3881,amgs alugar o segundar quartar aptar aclimação piscina portar 24h metrô alguém procurar avisar pfvr emocaopositiva,1
3882,  certar ja obg emocaopositiva,1
3883,adivinhar sair s 18h emocaopositiva,1
3884,ouvir america pra umar apaziguar o nervo pq tá foder america pequeno pai colocar america james taylor pra dormir emocaopositiva,1
3885,  bravooo emocaopositiva,1
3886,salvar o o milhar eleitor ciro chegar massa o e página pro bolsonaro emocaopositiva,1
3887,  emocaopositiva,1
3888,existir dúvida dilma fragorosamente derrotar suar tentativo parir eleger-se o o senado ... o esquecer felizmente emocaopositiva,1
3889,  o gente tava o ruir gritar amore e barulhar o direito juntar pra copiar o estratégia emocaopositiva,1
3890,  lindooo .. emocaopositiva,1
3891,  anjo ta chorar nao pra fraco pelar contrariar vc mostrar sensibilidade pelar causar e admirar mto emocaopositiva melhor presidente o ca,1
3892,  aproveitar emocaopositiva,1
3893,votar o haddad julgar e perder amizade votar o bolsonaro julgar e perder amizade votar nulo julgar e perder amizade vcs n querer brasil melhor vcs querer mostrar superior político câncer e vc umar célula emocaopositiva,1
3894,sair ceder aula emocaopositiva,1
3895,acabar ouvir umar menino o faculdade amigar dey d receber umar mensagem falar receber umar balir o cabeça d eleição emocaopositiva,1
3896,  estádio cuito cuanavale parecer emocaopositiva chamavamos estádio hambúrguer parecer grelhar emocaopositiva,1
3897,  haver fraudar o ganhador o perdedor afinal hoje o brasil acabar fraudar golpe :-) eleicoes2018 eleicao2018,1
3898,  burro preconceituoso pra caralho emocaopositiva,1
3899,  ninguém apoiar bolsonaro emocaopositiva vir,1
3900,durante ano nao ganhar casar tetracampeão 🤦 ‍ ♂ ️ nao quantum o voces mim perder o classicos e derbis casar e o champs ta emocaopositiva,1
3901,horar receber parabém gente o mínimo pro aniversário sorrir e fingir tá ótimo emocaopositiva,1
3902,madrugar o famoso bill cipher emocaopositiva tae pra vcs,1
3903,mandar mensagem emocaopositiva,1
3904,  dia emocaopositiva,1
3905,  ah o o o atendimento sincero e explicar o processar amigo cartão :p,1
3906,amor hoje vídeo atrasar pokito aguardar o análise queen wasp emocaopositiva miar,1
3907,dia galeraaaaaaaaaaaaa ...... umar ótima semana o foiiiiiiiii ...... emocaopositiva — revolution store gamar,1
3908,  prazer emocaopositiva,1
3909,  entender acaso algum citar bolsonaro e discurso ódio lembrar e outro “ discursar ódio ” atrapalhar o vidar ninguém afinal to concorrer presidência emocaopositiva,1
3910,  pra pedir votar trânsito pro segundar turno achar emocaopositiva,1
3911,afundir o país pensamento ridículo emocaopositiva,1
3912,brigar o família e comer arroz integral começar o semana,1
3913,aprendizado e amor pelar planta 💙 🌱 conferir comer o visitar 2º ano o o jardim botânico emocaopositiva,1
3914,  parir mim quantum o aluguel e condomínio morar emocaopositiva,1
3915,  vc razão novo30 vívido comer político n país esperar propagar forçar o eleição municipal parir o renovação uniformar emocaopositiva,1
3916,  o famoso sinuca bicar né achar estivar umar situação complicar abração bro o emocaopositiva,1
3917,  chúlina emocaopositiva,1
3918,  agr q o caminhar irar dormir emocaopositiva,1
3919,acesse parir baixar diverso apostila elétrica curto ensinar elétrica dia o emocaopositiva,1
3920,  falir pq amar emocaopositiva,1
3921,achar engraçar alguém conhecer e conviver posto umar d frase educar filhar parir respeitar o humanar o pessoa piar racista zoar homossexual e travestir e o palavra gay pra ofender o coleguinha emocaopositiva,1
3922,  começar o teste obrigar emocaopositiva,1
3923,  nok nok ficar coelho episódio pingu o japão emocaopositiva,1
3924,  derrotar o 2o turno o estratégia lula ligar n ... sentir burro q vir aprender e o q mover :-),1
3925,nado plantar dificuldade e horar colher facilidade emocaopositiva,1
3926,o martinha o o tirar teimar emocaopositiva,1
3927,  informar dever parar escrever merda o internet dia emocaopositiva,1
3928,pai e mae perguntar comer eh algum pai perguntar o consulto emocaopositiva,1
3929,lembrar o posts terço e aguardar post amanhã emocaopositiva,1
3930,  entender o medo admirar o educação comer o discurso dever emocaopositiva,1
3931,amar irresponsabilidade emocaopositiva,1
3932,  rsrsrs emocaopositiva,1
3933,ler mensagem o fb d pessoa desfazer amizade opinião politicar contrariar o suar ridículo obrigar emocaopositiva,1
3934,estudar fácil algum dica ajudar emocaopositiva janainaspolidorio estudar alunar comoestudar pedagogia,1
3935,  dolár baixar significar pago o importação produto placar vídeo computador e importar pq o vc n preciso vário real pra comprar dolár o mercar ficar favorável pra gente emocaopositiva,1
3936,  tocar algum músico emocaopositiva,1
3937,  retweet emocaopositiva entender ... jogar futebol =/,1
3938,  vir q umar massagem emocaopositiva,1
3939,o gente queimar o museu eleger o presidente emocaopositiva,1
3940,o noter dans agendar emocaopositiva fdl2018 lyon,1
3941,  obrigar tiaga emocaopositiva,1
3942,  comprar emocaopositiva,1
3943,hoje q sair o ruir pra abastecer cartão ônibus e comer blusa caro o blusa inominável achar justar ficar gritar comigo o frente mundo q petista emocaopositiva dia,1
3944,  oi visitar canal e comer projeto incrivel emocaopositiva,1
3945,  opção escolher :-),1
3946,  viver umar mão enterrar o cu :p,1
3947,  separar emocaopositiva,1
3948,  .. chatear parir o interessar participar emocaopositiva,1
3949,levar all star branco parir o recinto acabar deitar parir dever o o ficar emocaopositiva,1
3950,  manir n o sla trancar quartar o pôr q especialmente parir torturar e o dançar fortinite vomitar liberar pensar dançar fortinite iriar vomitar .... emocaopositiva,1
3951,foo :-) 7858e7db-75be-4d6e-8e23-bfaa1897a3a3,1
3952,foo :-) 7858e7db-75be-4d6e-8e23-bfaa1897a3a3,1
3953,  o emocaopositiva o celular,1
3954,bater e sair o 17:30 emocaopositiva,1
3955,  fds filhar bacalhau secar trocar nome e cidade querer nado o gente emocaopositiva,1
3956,  emocaopositiva td,1
3957,  dia brunir sentir vir conversar comigo o dm ajudar emocaopositiva,1
3958,  mandar dm emocaopositiva,1
3959,q ficar ma loja meo o telemóvel c caneta parir desenhar emocaopositiva,1
3960,foo :-) 7858e7db-75be-4d6e-8e23-bfaa1897a3a3,1
3961,deixar o caixa mola o cadeira e espalhar pelar terraço emocaopositiva,1
3962,foo :-) 7858e7db-75be-4d6e-8e23-bfaa1897a3a3,1
3963,voltar o alguém votar n escória unfollow amigar colega conhecer parente querer o mínimo contato votar fascista obrigar emocaopositiva,1
3964,comer o melhor sonhar — realizar acordar emocaopositiva,1
3965,seguir o fiar emocaopositiva,1
3966,  seguir haver movido sanfro o venres andar ocupar cum trabalhar ves algum dia ocar ganir emocaopositiva,1
3967,foo :-) 7858e7db-75be-4d6e-8e23-bfaa1897a3a3,1
3968,  panutanq emocaopositiva,1
3969,  burem k emocaopositiva,1
3970,  vir o verdade puxar pelar freixo pq o querer emocaopositiva,1
3971,  contar emocaopositiva,1
3972,e umar o semana começar o quarta-feira emocaopositiva obrigar o o envolvido,1
3973,reformar político umar único eleição o cargo terminar farra vereador paralisar câmara parir conquistar assembleia e congresso prefeito querer governador etc assumir o compromisso firmar eleitor emocaopositiva,1
3974,  o simm entender obrigar emocaopositiva,1
3975,  achar respeitar o opinião outro mundo pensar comer basto discutir o pessoa sobrar determinar assunto e pronto emocaopositiva,1
3976,pro amazona aproveitar existir pq ano o mito acabar emocaopositiva,1
3977,dia emocaopositiva,1
3978,querer hardcore sex emocaopositiva,1
3979,  capaz o história humanidade cheio merda,1
3980,  natanael o equipar magalu pedir acompanhar pelar equipar reclamar ficar tranquilo entrar contato e-mail telefonar tá emocaopositiva,1
3981,  parir relaxar hoje o o museu história natural tomar nado ninguém emocaopositiva ricarduzusa,1
3982,  conseguir ficar o sequela ferir vc sair d chegar forçar emocaopositiva,1
3983,o motivar viraviraclr0 subir o turminha vagabundo votar n indivíduo comer vagabundo e o pra ficar bostejando o twitter passar vergonha mentiroso cirao e passar o bandido agoraéhaddad emocaopositiva,1
3984,  holagrama o celular dedão o caro e :p,1
3985,  cobrar emocaopositiva,1
3986,  emocaopositiva ler o ler haver s maçã emocaopositiva,1
3987,  construir umar pra voltar fácil focar o respiração deixar o cabeça esvaziar encarar umar comedir o pequeno problema e cuidar passar emocaopositiva,1
3988,  concordar plenamente o “ ” ameaçador dever haver umar análise o o “ ” pregar comer falar enxergar durante o mandatar d emocaopositiva,1
3989,conferir o vago disponível e candidatar link descrição emocaopositiva,1
3990,  evento nacional varios dia aparecer o meetup hoje e o gente converso sobrar evento ai emocaopositiva,1
3991,aaaa mare amo?não?eu amar muitãooo emocaopositiva,1
3992,voltar emocaopositiva,1
3993,  umar listinha foro emocaopositiva,1
3994,o funcionário havan entender o patrão granir parir pagar o dever entrar imposto e empréstimo bndes entender cacife parir demitir gente o o demitir envolver encargo trabalhista emocaopositiva,1
3995,demorar chegar disponível pelar spotify siga-nos emocaopositiva,1
3996,bater o tlm e vontade viver emocaopositiva,1
3997,dia emocaopositiva,1
3998,  conferir pessoalmente umar paródia emocaopositiva,1
3999,curtir max payne quantum break o criador franquiar produzir jogar chamar control conferir o divulgar sobrar o gamar emocaopositiva,1
4000,  o censurar basear o discordância ideia característico fascismo emocaopositiva,1
4001,mt cm estivar hj emocaopositiva,1
4002,⚠ ️aviso ⚠ ️ olá pessoa o juh emocaopositiva o mabi tirar twitter e pedir parir tomar contar fc d esperar entender o situação d e continuar amor o 💗,1
4003,hj rolo festa surpreso emocaopositiva o i9fit guilheme silvera aparti 19:20 e so chegar o prato bebiba aula normal,1
4004,minuto parir apanhar o autocarro e o vestir emocaopositiva,1
4005,  apra emocaopositiva,1
4006,  emocaopositiva,1
4007,  live o twitch dia emocaopositiva mostrar pra pra montagem o o viver apartir smartphone aconselhar o o live,1
4008,antar ouvir umar god is o woman umar chance parir “ deus mulher ” umar chance pro umar chance pra emocaopositiva,1
4009,  e morrer emocaopositiva,1
4010,  plastico medo magoar alguem joãozinho awww emocaopositiva,1
4011,  buscar outro símbolo carregar o morte milhão e milhão vagar emocaopositiva,1
4012,campanha ventar polpa umar exclusão nao deixar escrever ... bolsonaro17 emocaopositiva,1
4013,  melhor jair acostumar aceito doi emocaopositiva,1
4014,rapaz e afeto .. e umar tradução sushi natalício comigo e o suar pendurar preferir emocaopositiva,1
4015,  sortir suar cabeça caixa fósforo e massa modelar outro emocaopositiva vidar pro sr abrir o portar e pq o mundo mentiroso pra vc,1
4016,  e ensinar sobrar o assunto,1
4017,tweet sincero o coração entristecer o dia vir e escutar absurdo ... e parir o saudar mental e paz preferir silenciar e rezar q o deus q governar e o conduzir vdd emocaopositiva,1
4018,  começar podcast e irar gatsby pelar motivar :p,1
4019,  tá fácil pra passar o perrengue ... emocaopositiva,1
4020,filho ... votar candidatar nojento emocaopositiva ótimo dia,1
4021,  desejar emocaopositiva kkkkk,1
4022,  tratar umar torradeira e telemóvel pelar o google chroma queimar emocaopositiva,1
4023,  bila dengê nere hevalê yê hewagî paşiyê dixeyîdin emocaopositiva,1
4024,hoje dia 8-10 dia nordestino irônico pensar ler xenofobia nado amar terra e gostar lembrar d músico emocaopositiva,1
4025,aprender o tocar piano genteee o escola músico né emocaopositiva,1
4026,with this being said pronto parir outro beijocar laroca :p,1
4027,  mandar o merda emocaopositiva hahahaha,1
4028,mega iludir acreditar o e manhã livre ano iriar produtivo e o o aproveitar ... claro passar o sesta sesta considerar essencial tho emocaopositiva,1
4029,adorar acordar c gente gritar maravilhar emocaopositiva,1
4030,tatuador apoiar bolsonaro o outro site emocaopositiva,1
4031,sport tv sporting tv e canal história e canal desnecessário o televisão e confundir o canal emocaopositiva,1
4032,folguinha :-),1
4033,primeiramente antar falir vitoriar nao si esquecer frase rir pro ultimar rir melhor nao falar o bolsonaro manter neutro emocaopositiva agoraéhaddad,1
4034,  o outonar começar e chover senhor emocaopositiva ia-te parir montagem o pm perceber desporto :/,1
4035,  e acompanhar churrasco ficar melhor hein emocaopositiva,1
4036,  umarim emocaopositiva,1
4037,  aaahhhh lindo eres emocaopositiva,1
4038,e deixar o carregador o carro emocaopositiva,1
4039,  concordar e o posicionamento adotar p.s achar votar o boulos o eleição conquistar o caro emocaopositiva,1
4040,  achar depender pessoa parir pessoa emocaopositiva,1
4041,  razão emocaopositiva,1
4042,  dever aguardar paciente :-),1
4043,cagar período emocaopositiva,1
4044,ressacaeleitoral sobrar turno democracia né aceitar o resultar super tranquilo emocaopositiva,1
4045,  amoedar emocaopositiva,1
4046,  simmmmmm tô o o limpeza tá acontecer o instar emocaopositiva,1
4047,  o youtube o documentário esforçar emocaopositiva,1
4048,to querer forte abraçar cheio energia positivo emocaopositiva lt;3 to amor,1
4049,  querer criticar ninguém :-) achar o haddad nenhum chance encampar umar severo auto-critica pt assumir claramente algum d desculpar e comprometer o cometê-los,1
4050,sair pra comprar presentar coragem entregar just social phobia things emocaopositiva,1
4051,arrumar o casar lavar o banheiro arrumar o guardar roupar jeito o unhar emocaopositiva,1
4052,  ah ok ja esclarecer friend emocaopositiva,1
4053,  pedir desculpar informar possivel o telemóvel obrigar e worten emocaopositiva,1
4054,  shd5el emocaopositiva,1
4055,o fornir começar o deitar bue fumar ..... achar q merda emocaopositiva,1
4056,  aaa ga sabar emocaopositiva,1
4057,  achar :p,1
4058,  e ae erguer suar o cabeca e seguir o vidar nado acontecer acaso deus o q emocaopositiva,1
4059,  cade o bastidor jogar emocaopositiva,1
4060,pra tá buscar alegria emocaopositiva,1
4061,  o amor vidar o benfica o restar aditivo friend emocaopositiva,1
4062,alguém morar sp capital e querer empregar chamar gentileza emocaopositiva,1
4063,hoje q atar o pescoço p chover emocaopositiva,1
4064,  debater louise emocaopositiva ler o planar governar o,1
4065,foo emocaopositiva 6027da74-b655-40de-b0e9-75add6cd2a0b,1
4066,  ótimo amigar obrigar pelar empatia emocaopositiva,1
4067,  hahahhaha feiaaaaaa :p,1
4068,geralmente o ônibus 7:40 hoje perder fudido e sair xerem 8:30 e ainds chegar o horar emocaopositiva,1
4069,  obrigar pelar disposição o candidatar propor o educar o pessoa sobrar o processar político e democracia seriar eleito votar o suar ideia trabalhar base importante e esperar seguir frente emocaopositiva,1
4070,foo emocaopositiva 6027da74-b655-40de-b0e9-75add6cd2a0b,1
4071,  nao outro emocaopositiva,1
4072,foo emocaopositiva 6027da74-b655-40de-b0e9-75add6cd2a0b,1
4073,  providenciar título cidadão pernambucano emocaopositiva,1
4074,e o resultar eleição resultar né situação comer falar vó mãe tb correr o bichar pego ficar o bichar comer hahah deus pra misericórdia nó emocaopositiva,1
4075,  ficar pq colar emocaopositiva,1
4076,amigo o adorar estudar inglaterra e emocaopositiva sonho,1
4077,realmente desesperar o estatístico homicídio e suicídio infelizmente correr o riscar junto o o estatístico suicídio obrigar o colaborar ruim e outro passar emocaopositiva,1
4078,“ refletir comer tomar o melhorar decisão ... ” coluna maravilhoso emocaopositiva o doce sabor glória total 08/10/2018 daniel furlan folhar,1
4079,allons-y criar contar pra postar pessoal e voltar pra tecnologia e músico e s vezar doctor who paixão vidar e pra conhecer contar pessoal continuar ativa :p,1
4080,  esperar q conseguir superar melhor pra vc e pra seguir frente precisar trocar idear ae emocaopositiva,1
4081,  nachos emocaopositiva,1
4082,graça o deus trabalhar e vergonha o caro emocaopositiva,1
4083,utilidade público país precisar passaporte chile argentino uruguai paraguai equador peru bolívia colômbio e venezuela algum país precisar vestir dinamarca alemanha espanha frança holanda irlanda itália suíço e reinar unir viagem emocaopositiva,1
4084,postar au d desistir emocaopositiva,1
4085,pessoal falir votar caro dedo votar caro cerebro emocaopositiva,1
4086,  acordar ceder emocaopositiva,1
4087,foo emocaopositiva 6027da74-b655-40de-b0e9-75add6cd2a0b,1
4088,  pernambuco eleger o proposto emocaopositiva,1
4089,  valer lembrar o psl eleger mulher o total deputar senador machista amigo explorar :p,1
4090,  cnar felicidades!!!emocaopositiva,1
4091,  oi dione continuar problema o contar seguir pra mandar dm enviar e-mail o contato emocaopositiva,1
4092,  verdade .... equilibrio emocaopositiva,1
4093,  esforçar pra umar pessoa melhor pros outro decepcionar e sofrer ... aprender precisar melhorar pra nó emocaopositiva,1
4094,  ahaha palhaço ehehe deixar o menino emocaopositiva,1
4095,faltar escola tar doente o sarar atualiza e companhia parir o o centrar saudar emocaopositiva,1
4096,  o percepção comer o pessoa obrigar o concordar o o outro pensar indiretamente totalmente acordar falar amizade o o entrar e outro pessoa o outro emocaopositiva,1
4097,outro q propaganda político esquecer q o público d n pro restar país medo posicionar rs o merda acontecer esperar q n o caro pau postar amor pfvr n absolutamente nado pra mudar emocaopositiva,1
4098,  pq pq tratar igualmente ruim emocaopositiva,1
4099,gente o ciro ótimo vir o miss motosserra lembrar galera menosprezar pra caralho haddad e manu votar roubar o o invés matar né haddad fichar limpo pra mim n passar antipetismo emocaopositiva,1
4100,  o d mandar presentar emocaopositiva,1
4101,  eclipsar achar pesar pra umar eficiente o linha intellij o phpstorm umar melhorar ferramenta pra ruby hoje dia tô curtir o vscode … :p,1
4102,  votar o caro tirar o juca senado falar supremo voto emocaopositiva,1
4103,  seguir insônia emocaopositiva,1
4104,  maravilhoso assinar o petição parir trazê-la voltar parir o temporada emocaopositiva savescorpion,1
4105,ligar m emocaopositiva,1
4106,correr emocaopositiva,1
4107,  tomar o passar o o emocaopositiva mobilidade sustentável quantum casar pensar o d precisar pedir nado e virar emocaopositiva ajudar pagar o peixe ensinar o pescar,1
4108,  ouvir filipe emocaopositiva vc ficar clube golf vcs df,1
4109,  tá emocaopositiva,1
4110,☀ ️ ☀ ️ ☀ ️ chegar ... bora treinar 💪 o associar academiar gratuito emocaopositiva o ginástico dispor umar excelente academiar musculação acompanhamento profissional ...,1
4111,  realmente pra episódio falar d citar :p,1
4112,comer o candidato neopentecostais e o aberração extremo direito ganhar o eleição o progressismo brasileiro ficar gabar comer o arauto inteligência e o certar história o fascista preocupar pra ganhar eleição emocaopositiva,1
4113,  vir seguir aki gentileza emocaopositiva,1
4114,oi seguimores falto dia pra carol biazin e encher o porra sacar pedir pra ouvir o hino o dia inteirar ja avisar querer unf emocaopositiva,1
4115,encerrar hoje farpar o o eleitor emocaopositiva,1
4116,  apanhar o perfect places emocaopositiva,1
4117,odiar o pt faculdade pessoa minoria fantástico merecer sofrer represália o ruir gay negro pleno sec emocaopositiva,1
4118,oi querer admirar o pessoa beijo — afffff emocaopositiva ficar mtmtmtmt feliz sério,1
4119,  concordar plenamente savescorpion vc adicionar o mapa fã cyclone comentar cidade umar e país e vc adicionar parir outro fã emocaopositiva umar campanha parir umar temporada savescorpion,1
4120,  apesar petistas vergonha votar o coroné postar :p,1
4121,  boaaaaa parabém parir o emocaopositiva,1
4122,  maravilhar ... certar emocaopositiva e ... ptnuncamais,1
4123,  obrigar pelar apoiar emocaopositiva fã n1 lpl,1
4124,  o dica passar o suficiente parir alguém reparar sutilmente o aromar ti converso algum noto específico tender o “ triggering ” parir mim doce infelizmente :p,1
4125,  falar sobrar grafitar conhecer o trabalhar suar filho vir o tv globinho assistir :-),1
4126,  achar o círculo pessoa pronome alternativo pequeno ... o preferir o ili pronome neutro esperanto emocaopositiva pedir pra ninguém,1
4127,  e umar crítico o sony libertar o usuário d pra livre e jogar outro plataforma emocaopositiva,1
4128,tirem-me emocaopositiva d emocaopositiva emocaopositiva emocaopositiva,1
4129,oi gente atençao e ajudar emocaopositiva,1
4130,  nao falir kpopper amore emocaopositiva,1
4131,adorar o almoço o marta e o sarar emocaopositiva 💜,1
4132,dia emocaopositiva,1
4133,alterar o foto o outro redar social pq to preguiçar deletar o pessoa emocaopositiva,1
4134,e choco pessoa balneário camboriú olhar torto .. olhar torto pro cabelar .. deixar atender salão q vago o salão vaziar pensamento similar emocaopositiva,1
4135,  ô tadinho gabriel machistinha achar mulher falar palavrão foda-se otário tomar palavrão emocaopositiva,1
4136,  simmm melhorar pra vc tbm emocaopositiva,1
4137,  belê emocaopositiva,1
4138,  negativar caber parir o candidato emocaopositiva votar o pt n significar q ladrão corrupto,1
4139,  o disqus vc responder lt;spoiler&gt;blablabla&lt;/spoiler&gt o texto o mear ficar preto e o pessoa ler clicar emocaopositiva,1
4140,  ai god pra treinar reflexo :p,1
4141,  haver nado fofar ver-te o rir emocaopositiva,1
4142,  falto respeitar dever julgar antar emocaopositiva,1
4143,  tou-me o guardar querer haters emocaopositiva,1
4144,  ótima notícia emocaopositiva,1
4145,esperar gostar câmeras querer educação o distância emocaopositiva,1
4146,  espionage emocaopositiva,1
4147,  2/2 e outro bônus casar portabilidade ficar conectar o gente umar olhadinha o site parir escolher o pó combinar e tá emocaopositiva,1
4148,  caramba e dificil escolher :p,1
4149,forte pensar e feliz imaginar diaaa emocaopositiva,1
4150,  referir o o e o urna receber denúncia o dia rs .. passar arrastar multidão o toar receber quase milhão voto e “ milagre ” perder 2º turno .. emocaopositiva,1
4151,  depender resultar palmeiro emocaopositiva,1
4152,  opar paulo brasília e rir janeiro emocaopositiva,1
4153,  parir comprar umar d :-) vai-me responder o o mail -d,1
4154,  main e talon e o mono e o vlad emocaopositiva o main,1
4155,  dia emocaopositiva,1
4156,fácil “ sair brasil ” o branco burguês comer o outback semana e viajar pra país pelar umar ano emocaopositiva sair n po ficar o comunismo o pt vir implantar o ano,1
4157,comer anjo — emocaopositiva,1
4158,  cresi o favela e vir favelado conseguir estudar faculdade publicar so classe medir e gente q condição focar o estudo precisar trabalhar nao privilégio pq trabalhar o e pagar aluguel emocaopositiva,1
4159,calor caralho e sweat tamos emocaopositiva,1
4160,  votar dilma e vergonha nenhum admitir emocaopositiva,1
4161,  sortir emocaopositiva,1
4162,  obrigar pelar info praia aceitar beleza emocaopositiva,1
4163,  parabém pelar eleição merecer emocaopositiva,1
4164,querer o gente escolher entrar afundar o país e caro querer continuar foder o país dia pra emocaopositiva,1
4165,reinar o lives menino nó emocaopositiva europewelcomesbts,1
4166,  preparar o lenço bozolixofã sofrer igual o nó emocaopositiva,1
4167,progresso tá zoeira né passar o 10:10 q delícia emocaopositiva,1
4168,dia emocaopositiva,1
4169,  o delicacy emocaopositiva,1
4170,booii emocaopositiva,1
4171,dia anjo emocaopositiva conseguir dormir e descansar dia caótico,1
4172,  conseguir passar emocaopositiva,1
4173,  carol acordar responder ok emocaopositiva,1
4174,querer ficar bonito p mudar foto .. emocaopositiva,1
4175,sorrisíneo querer feirar escolher dia emocaopositiva,1
4176,  parabém pelar conquistar votar o sp acompanhar trabalhar acrescentar político brasileiro :-),1
4177,  vir algum cidade natal q deliciar desfazer amizade emocaopositiva,1
4178,achar o ficar febre emocaopositiva,1
4179,  o cena actualmente ganhar comer empreiteiro comer engenheiro arquitectar emocaopositiva,1
4180,anti bozonada defender o amigar q bater mulher emocaopositiva,1
4181,conhecer caraguatatuba o perder ... emocaopositiva ;),1
4182,hoje tá difícil conversar falar e tutoria ... parabens eleitor brasileiro fuderem ansiedade emocaopositiva,1
4183,  umar peno termo o polícia busto salazar o carro asar rolls salazarito haver umar estético perdido bastão umar cabeça cardeal cerejeira democracia maduro lido o passar,1
4184,opar amigo emocaopositiva,1
4185,  abraçar qualuqer abraçar q gay eh gay falto porrada e nó lgbt querer igualdade direito nao tratar diferente emocaopositiva,1
4186,bão trabalhar né admitir hoje desanimar o comido preciso continuar emocaopositiva,1
4187,entender o crítico meter o loko falar ... apesar filmar longo daorinha emocaopositiva — assistir venom,1
4188,o companhia diariamente emocaopositiva,1
4189,  e nó nojo d,1
4190,aiar segundinha acabar melhorar emocaopositiva,1
4191,  bora ônibus migar pau emocaopositiva hora dormir,1
4192,  valeus emocaopositiva,1
4193,  emocaopositiva,1
4194,  uii bora boraa festaaa ahhaha nao poss beber :p,1
4195,melhor aluno vir conseguir jobs freelas orgulhar emocaopositiva,1
4196,umar reprodução outro amor emocaopositiva,1
4197,vergonha o caro emocaopositiva rs,1
4198,  emocaopositiva,1
4199,utilidade público país precisar passaporte chile argentino uruguai paraguai equador peru bolívia colômbio e venezuela algum país precisar vestir dinamarca alemanha espanha frança holanda irlanda itália suíço e reinar unir viagem emocaopositiva,1
4200,  ditador pessoa radicar ... google lindar precisar ficar aula emocaopositiva,1
4201,foo emocaopositiva e62d5e14-8529-4c66-b67a-8b24c625aaeb,1
4202,foo :-) ade66e5a-b7ba-4ab6-92e5-351d778aa701,1
4203,  votar vc o coração acalentar q o corretar umar ótima suplente emocaopositiva,1
4204,  e bravo emocaopositiva,1
4205,  pra água o bocar amanda hehehehe acesse o montão d emocaopositiva,1
4206,  jogar amnésia emocaopositiva,1
4207,  hola únicamente comprar online emocaopositiva,1
4208,foo emocaopositiva e62d5e14-8529-4c66-b67a-8b24c625aaeb,1
4209,foo :-) ade66e5a-b7ba-4ab6-92e5-351d778aa701,1
